"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause"
"150590",2015,"OH","Fostoria","44830","Columbus",1,0,1,"Intentional"
"0000002",2015,"OH","Tifin","44883","St Rt 53",1,0,1,"Electrical Malfunction"
"153863",2015,"OH","Sidney","45365","MAIN",1,0,1,"Investigation with Arson Module"
"0013292",2015,"OH","Canton","44705","MADDRELL",1,0,1,"Unknown"
"0000029",2015,"OH","Mineral City","44656","Briar",1,0,1,"Unknown"
"0003599",2015,"OH","CUYAHOGA FALLS","44221","ASHLAND",1,0,1,"Other Unintentional, Careless"
"0563",2015,"OH","Northfieldvillage","44067","Heights",1,0,1,"Investigation with Arson Module"
"0001090",2015,"OH","Brookfield","44403","Ohio",1,0,1,"Unknown"
"0000063",2015,"OH","Uhrichsville","44683","Wolf Run",1,0,1,"Unknown"
"001407",2015,"OH","PERRYSBURG TWP","43551","MCCUTCHEONVILLE",1,0,1,"Unknown"
"2015010",2015,"OK","BOKCHITO","74726","Norman",2,0,2,"Other Unintentional, Careless"
"0008116",2015,"OK","OS","00000","8 A",1,0,1,"None"
"1500222",2015,"OK","TULSA","74107","48TH",1,0,1,"Unknown"
"1500222",2015,"OK","TULSA","74107","48TH",1,0,1,"Exposure"
"1500222",2015,"OK","TULSA","74107","48TH",1,0,1,"Exposure"
"1500222",2015,"OK","TULSA","74107","48TH",1,0,1,"Exposure"
"1500222",2015,"OK","TULSA","74107","48TH",1,0,1,"Exposure"
"0001023",2015,"OK","Grove","74344","291",1,0,1,"Unknown"
"0000091",2015,"OK","Blackwell","74631","2nd",1,0,1,"Other Unintentional, Careless"
"733",2015,"OK","Edmond","73034","Bryant",1,0,1,"Investigation with Arson Module"
"150284",2015,"OK","Pryor","74361","ADAIR",2,0,2,"Other Unintentional, Careless"
"1695",2015,"OK","Del City","73115","Carrie",1,0,1,"Investigation with Arson Module"
"0003559",2015,"OK","EDMOND","73003","VENUS",1,0,1,"Unknown"
"5002167",2015,"OK","OKLAHOMA CITY","73151","WILSHIRE",1,0,1,"Unknown"
"5070120",2015,"OK","OKLAHOMA CITY","73108","18TH",1,0,1,"Unknown"
"0000192",2015,"OK","CATOOSA","74015","NEWTON",1,0,1,"Open Flame"
"2015402",2015,"OK","MULDROW","74948","HUGO",1,0,1,"Unknown"
"0000630",2015,"OK","SAND SPRINGS","74063","POND",1,0,1,"Investigation with Arson Module"
"0002900",2015,"OK","SAND SPRINGS","74063","RIDGE",1,0,1,"Unknown"
"2015344",2015,"OK","Dewey","74029","1600",2,0,2,"Other Heat"
"1500073",2015,"OR","Brookings","97415","Dodge",3,0,3,"Other Unintentional, Careless"
"0001954",2015,"OR","MILWAUKIE","97222","OATFIELD",1,0,1,"Cooking"
"0008538",2015,"OR","MILWAUKIE","97267","80TH",1,0,1,"Smoking"
"0710150",2015,"OR","Coquille","97423","Old Hwy 42",2,0,2,"Unknown"
"0000139",2015,"OR","Dallas","97338","Wyatt",1,0,1,"Other Unintentional, Careless"
"0000002",2015,"OR","Elgin","97827","7th",1,0,1,"Other Equipment"
"0000728",2015,"OR","ESTACADA","97023","Linde",1,0,1,"Cooking"
"0004119",2015,"OR","HIL","97124","DONELSON",2,0,2,"Unknown"
"0004138",2015,"OR","Central Point","97502","FREEMAN",1,0,1,"Cooking"
"0004960",2015,"OR","White City","97503","MERRY",1,0,1,"Smoking"
"0000280",2015,"OR","BEAVER","97108","101",1,0,1,"Unknown"
"0000516",2015,"OR","Roseburg","97470","CALKINS",1,0,1,"Smoking"
"0000450",2015,"OR","Salem","97309","Liberty",1,0,1,"Smoking"
"0000490",2015,"OR","City of the Dalles","97058","Mt Hood",1,0,1,"Intentional"
"0026095",2015,"OR","BEAVERTON","97006","TEDDI ROSE",1,0,1,"Unknown"
"0033788",2015,"OR","PORTLAND","97229","GREENLEAF",1,0,1,"Unknown"
"0000346",2015,"OR","Florence","97439","HWY 101",1,0,1,"Other Heat"
"0103591",2015,"OR","EUGENE","97402","JACOBS",1,0,1,"Smoking"
"87",2015,"PA","Baden","15005","Crea",1,0,1,"Other Heat"
"0001299",2015,"PA","McKeesport","15132","Anderson",1,0,1,"Unknown"
"47",2015,"PA","Monroeville","15146","Hillsdale",1,0,1,"Other Unintentional, Careless"
"0055",2015,"PA","Municipality of Monr","15146","Hillsdale",1,0,1,"None"
"0022801",2015,"PA","MoonTownship of","15108","Moon Clinton",1,0,1,"Investigation with Arson Module"
"1011602",2015,"PA","Pittsburgh","15221","BRICELYN ST PGH",1,0,1,"Unknown"
"53",2015,"PA","ShalerTownship of","15223","Seavey",1,0,1,"Investigation with Arson Module"
"44",2015,"PA","ShalerTownship of","15223","Seavey",1,0,1,"None"
"314",2015,"PA","HarmarTownship of","15024","Wilson",1,0,1,"Investigation with Arson Module"
"32",2015,"PA","ShalerTownship of","15209","Seavey",1,0,1,"None"
"0000240",2015,"PA","Beaver Falls","15010","Twelvth",1,0,1,"Unknown"
"0004129",2015,"PA","RochesterTownship","15074","Virginia",1,0,1,"Other Equipment"
"0005208",2015,"PA","FREEDOM","15042","Locust",1,0,1,"Equipment Misoperation, Failure"
"0001002",2015,"PA","Beaver Falls","15010","12TH",1,0,1,"Unknown"
"334",2015,"PA","Robesonia","19551","Charming Forge",1,0,1,"None"
"222",2015,"PA","Robesonia","19551","Charming Forge",1,0,1,"None"
"0000110",2015,"PA","ALTOONA","16601","11TH",3,0,3,"Investigation with Arson Module"
"0001689",2015,"PA","ALTOONA","16601","GREEN",2,0,2,"Smoking"
"1200121",2015,"PA","Sayre","18840","Peck",1,0,1,"Smoking"
"149",2015,"PA","Lehighton","18235","First",1,0,1,"Unknown"
"0000302",2015,"PA","CHATHAM","19318","HANNUM MILL",1,0,1,"Intentional"
"079",2015,"PA","CooperTownship of","16839","Cooper",1,0,1,"Equipment Misoperation, Failure"
"049",2015,"PA","DarbyTownship of","19079","Jackson",1,0,1,"Other Unintentional, Careless"
"019",2015,"PA","Mount Union","17066","West Vandevender st",1,0,1,"Unknown"
"187",2015,"PA","ShirleyTownship of","17066","Nebo",1,0,1,"Investigation with Arson Module"
"364",2015,"PA","Ephrata","17522","Main",1,0,1,"Smoking"
"152",2015,"PA","Macungie","18062","Myrtle",2,0,2,"None"
"0000099",2015,"PA","Edwardsville","18704","Meyers Street",1,0,1,"Unknown"
"161",2015,"PA","WolfTownship of","17737","Buckhill",1,0,1,"Unknown"
"0080024",2015,"PA","PHILADELPHIA","19141","ROSELYN",1,0,1,"Electrical Malfunction"
"0290028",2015,"PA","PHILADELPHIA","19148","DALY",2,0,2,"Other Heat"
"0440828",2015,"PA","PHILADELPHIA","19143","KINGSESSING",1,0,1,"Heating"
"0810583",2015,"PA","PHILADELPHIA","19144","PULASKI",1,0,1,"Other Heat"
"1130601",2015,"PA","PHILADELPHIA","19147","FEDERAL",1,0,1,"Smoking"
"151",2015,"PA","DelawareTownship o","18328","Woodside",1,0,1,"None"
"0005428",2015,"PA","Genesee","16923","Genesee Mills RD",2,0,2,"Unknown"
"114",2015,"PA","Titusville","16354","DRAKE",1,0,1,"Other Unintentional, Careless"
"090",2015,"PA","Monongahela","15063","Lawton",1,0,1,"Investigation with Arson Module"
"194",2015,"PA","DoverTownship of","17315","Old Carlisle",1,0,1,"Other Unintentional, Careless"
"0000617",2015,"PA","Hanover","17331","Carlisle",1,0,1,"Unknown"
"0002035",2015,"PA","York","17401","TIOGA",2,0,2,"Equipment Misoperation, Failure"
"0013124",2015,"RI","CRANSTON","02905","MARCY ST",1,0,1,"Unknown"
"5081",2015,"RI","EAST PROVIDENCE","02914","FENMOOR",1,0,1,"Unknown"
"2015225",2015,"SC","Belvedere","29841","Ashley",1,0,1,"Unknown"
"3493",2015,"SC","ANDERSON","29625","WHITEHALL RD",1,0,1,"Investigation with Arson Module"
"3793",2015,"SC","Anderson","29625","R St",1,0,1,"Exposure"
"1197",2015,"SC","Anderson","29621","Highway 413",1,0,1,"Other Unintentional, Careless"
"0034283",2015,"SC","Williston","29853","278",1,0,1,"Exposure"
"1506335",2015,"SC","Hilton Head Island","29928","William Hilton",1,0,1,"Heating"
"1090",2015,"SC","BeaufortCounty","29906","Falls",1,0,1,"Electrical Malfunction"
"0001119",2015,"SC","charleston","29414","ESTATES",1,0,1,"Playing with Heat Source"
"0046589",2015,"SC","WADMALAW","29487","BOY SCOUT",1,0,1,"Investigation with Arson Module"
"0000131",2015,"SC","CHESTER","29706","MCCLURE",2,0,2,"Unknown"
"47",2015,"SC","Jefferson","29718","Lake Terry",1,0,1,"Other Equipment"
"200505",2015,"SC","HARTSVILLE","29550","Bobbys",1,0,1,"Unknown"
"1503050",2015,"SC","Edgefield","29824","Country Club Road",3,0,3,"Electrical Malfunction"
"0019207",2015,"SC","NORTH  AUGUSTA","29860","EDGEFIELD",1,0,1,"Smoking"
"0000919",2015,"SC","GREENVILLE","29601","DOUTHIT",1,0,1,"Unknown"
"2152202",2015,"SC","GREENVILLE","29611","Michael",1,0,1,"Intentional"
"416",2015,"SC","Fountain Inn","29644","Babb",1,0,1,"Unknown"
"118",2015,"SC","GREER","29651","BECKY GIBSON",1,0,1,"Investigation with Arson Module"
"772",2015,"SC","TRAVELERS REST","29690","CLEARVIEW",2,0,2,"Investigation with Arson Module"
"236",2015,"SC","Greenwood","29646","246",1,0,1,"Unknown"
"0600018",2015,"SC","Varnville","29944","Wilson",1,0,1,"Unknown"
"0600018",2015,"SC","Varnville","29944","Wilson",1,0,1,"Exposure"
"8000467",2015,"SC","CONWAY","29527","GASOLINE ALY",1,0,1,"Heating"
"1500030",2015,"SC","Myrtle Beach","29577","36th",1,0,1,"Appliances"
"0000072",2015,"SC","McColl","29570","385",2,0,2,"Unknown"
"1300017",2015,"SC","Townville","29689","West Oak",1,0,1,"Unknown"
"2100196",2015,"SC","Townville","29689","West Oak",1,0,1,"None"
"6766313",2015,"SC","Oakway","29694","ARMSTRONG",1,0,1,"Unknown"
"1500271",2015,"SC","EUTAWVILLE","29048","LAUDERDALE",1,0,1,"Electrical Malfunction"
"1503695",2015,"SC","BOWMAN","29018","ANN",1,0,1,"Unknown"
"1501168",2015,"SC","ORANGEBURG","29115","CHARLESTON",2,0,2,"Smoking"
"0000047",2015,"SC","Six Mile","29682","main",1,0,1,"Unknown"
"0033845",2015,"SC","Columbia","29203","Howell",1,0,1,"Heating"
"0038295",2015,"SC","HOPKINS","29061","Blue Johnson",1,0,1,"Investigation with Arson Module"
"0038295",2015,"SC","HOPKINS","29061","Blue Johnson",1,0,1,"Exposure"
"216",2015,"SC","Tryon","28782","Howard",1,0,1,"None"
"5193",2015,"SC","Sumter","29150","Williams",1,0,1,"Heating"
"65351",2015,"SC","Sumter","29150","Neal",1,0,1,"Appliances"
"244",2015,"SC","Kingstree","29556","Oakland",2,0,2,"Investigation with Arson Module"
"77",2015,"SC","Kingstree","29556","Starburst",1,0,1,"None"
"0000087",2015,"SC","Rock Hill","29730","Catawba Church",1,0,1,"Unknown"
"213",2015,"SD","Brandon","57005","Fir",1,1,2,"Heating"
"0033075",2015,"SD","Brandon","57005","109 W First",1,1,2,"None"
"0013043",2015,"SD","RAPID CITY","57701","FARLOW",1,0,1,"Other Equipment"
"0015010",2015,"SD","RAPID CITY","57701","LINDBERGH",1,0,1,"Heating"
"0150465",2015,"SD","ABERDEEN","57401","13TH",1,0,1,"Intentional"
"74",2015,"TN","WALLAND","37886","Flynn",1,0,1,"Smoking"
"643",2015,"TN","Louisville","37777","Haven Hill",1,0,1,"Smoking"
"325",2015,"TN","CLEVELAND","37323","Hancock",1,0,1,"Cooking"
"0607151",2015,"TN","Roan Mountain","37687","8030 Hwy 19E",1,0,1,"Unknown"
"1216151",2015,"TN","Johnson City","37601","Townsend",1,0,1,"Other Heat"
"2015098",2015,"TN","New Tazewell","37825","Clouds",1,0,1,"Unknown"
"0012804",2015,"TN","Celina","38551","Commerce",1,0,1,"Unknown"
"0012804",2015,"TN","Celina","38551","Commerce",1,0,1,"None"
"0000012",2015,"TN","Alamo","38001","614 East Park St",1,0,1,"Unknown"
"0000213",2015,"TN","Crossville","38555","Netherton Lane",1,0,1,"Smoking"
"0013886",2015,"TN","Antioch","37013","CIMARRON",1,0,1,"Unknown"
"0019492",2015,"TN","Nashville","37207","FOSTER",2,0,2,"Cooking"
"0049933",2015,"TN","Nashville","37207","WHITES CREEK PKE",1,0,1,"Cooking"
"0061745",2015,"TN","Antioch","37013","ELLEN",1,0,1,"Smoking"
"0072734",2015,"TN","Nashville","37211","TAMPA",1,0,1,"Smoking"
"0000669",2015,"TN","Somerville","38068","Day",1,0,1,"Natural"
"0715111",2015,"TN","Clarkrange","38553","S York Hwy",1,0,1,"Electrical Malfunction"
"0222151",2015,"TN","Estill Springs","37330","Nash",1,0,1,"Electrical Malfunction"
"0009521",2015,"TN","Estill Springs","37330","Nash",1,0,1,"None"
"0150042",2015,"TN","Rutherford","38369","Cox Street",1,0,1,"Smoking"
"1118065",2015,"TN","Goodsprings","38460","Minor Hill HWY",1,0,1,"Cooking"
"0001500",2015,"TN","Greeneville","37743","Kelly Gap Rd",2,0,2,"Appliances"
"0000003",2015,"TN","Greeneville","37743","Newport",1,0,1,"Heating"
"0015008",2015,"TN","midway","37809","2190 Valleydale",1,0,1,"Electrical Malfunction"
"0001557",2015,"TN","GruetliLaager","37339","60th",1,0,1,"Other Heat"
"2015029",2015,"TN","hamilton county","37377","2320 suck creek rd",1,0,1,"Smoking"
"2015003",2015,"TN","Thorn Hill","37881","Rackum",2,0,2,"Unknown"
"0000181",2015,"TN","Bolivar","38008","Mama Addie",1,0,1,"Cooking"
"0000080",2015,"TN","Rogersville","37857","Highway 11W",1,0,1,"Unknown"
"9934299",2015,"TN","Rogersville","37857","Highway 11W",1,0,1,"None"
"0010350",2015,"TN","BROWNSVILLE","38012","CHERRY",2,0,2,"Electrical Malfunction"
"0126151",2015,"TN","Cottage Grove","38224","Wagner",1,0,1,"Other Equipment"
"0061140",2015,"TN","Erin","37061","Clay Tomlinson Rd",2,0,2,"Heating"
"0005014",2015,"TN","Knoxville","37914","WIMPOLE",1,0,1,"Unknown"
"0005659",2015,"TN","Knoxville","37912","KECK",3,0,3,"Heating"
"0015509",2015,"TN","Knoxville","37921","VIRGINIA",1,0,1,"Electrical Malfunction"
"0000066",2015,"TN","fayetteville","37334","WILSON",1,0,1,"Other Heat"
"2015138",2015,"TN","Athens","37303","County Road 561",1,0,1,"Unknown"
"087",2015,"TN","Athens","37303","County Road 561",1,0,1,"None"
"0000738",2015,"TN","MEDINA","38355","HIGHWAY 45",1,0,1,"Open Flame"
"0151265",2015,"TN","Kimball","37347","Judy Drive",1,0,1,"Other Unintentional, Careless"
"0480163",2015,"TN","CLARKSVILLE","37042","BEVARD",1,0,1,"Heating"
"1760014",2015,"TN","CLARKSVILLE","37040","DUNCAN",1,0,1,"Intentional"
"1880080",2015,"TN","CLARKSVILLE","37040","SHELBY",2,0,2,"Electrical Malfunction"
"3270749",2015,"TN","CLARKSVILLE","37043","MADISON",1,0,1,"Smoking"
"15144",2015,"TN","Wartburg","37887","Main",1,0,1,"Smoking"
"0131151",2015,"TN","Dayton","37321","Fisher",1,0,1,"Electrical Malfunction"
"0045-15",2015,"TN","Harriman","37748","Margrave",1,0,1,"Unknown"
"0000833",2015,"TN","Springfield","37172","PARK",1,0,1,"Electrical Malfunction"
"0005832",2015,"TN","Memphis","38109","Rosecrest",2,0,2,"Electrical Malfunction"
"0009220",2015,"TN","MEMPHIS","38127","CORNING",1,0,1,"Heating"
"0025696",2015,"TN","MEMPHIS","38108","Lloyd",1,0,1,"Other Equipment"
"0026066",2015,"TN","MEMPHIS","38108","Lambert",1,0,1,"Smoking"
"0066894",2015,"TN","MEMPHIS","38112","Lipford",1,0,1,"Cooking"
"0086914",2015,"TN","MEMPHIS","38114","Nelson",3,0,3,"Unknown"
"0139628",2015,"TN","MEMPHIS","38116","Hester",1,0,1,"Open Flame"
"0039314",2015,"TN","Indian Mound","37079","Cub Creek Rd",1,0,1,"Intentional"
"0039314",2015,"TN","Indian Mound","37079","Cub Creek Rd",1,0,1,"Intentional"
"0039314",2015,"TN","Inidan Mound","37079","Cub Creek",1,0,1,"Intentional"
"0039314",2015,"TN","Inidan Mound","37079","Cub Creek",1,0,1,"Intentional"
"0002530",2015,"TN","Kingsport","37660","SEVIER",2,0,2,"Intentional"
"0230558",2015,"TN","GALLATIN","37066","DOBBINS",1,0,1,"None"
"0015273",2015,"TN","GALLATIN","37066","DOBBINS",1,0,1,"Smoking"
"0000032",2015,"TN","Brighton","38011","Nelson",1,0,1,"Electrical Malfunction"
"0000090",2015,"TN","Jonesborough","37659","MeadowView",1,0,1,"Other Heat"
"0151246",2015,"TN","Jonesborough","37659","Elmer Walker",1,0,1,"Smoking"
"1023151",2015,"TN","Limeston","37681","Clear Springs",1,0,1,"Smoking"
"0814151",2015,"TN","Sparta","38583","Carrick",2,0,2,"Unknown"
"88",2015,"TX","AngelinaCounty","75904","FM 1194",1,0,1,"Investigation with Arson Module"
"1110",2015,"TX","Bastrop","78602","Pinewood Dr",2,0,2,"Unknown"
"399",2015,"TX","BastropCounty","78602","Clearview Cemetery",1,0,1,"Unknown"
"1510779",2015,"TX","TEMPLE","76502","MARLANDWOOD",1,0,1,"Other Unintentional, Careless"
"0001678",2015,"TX","San Antonio","78245","Pioneer Sky",1,0,1,"Unknown"
"0501171",2015,"TX","SAN ANTONIO","78223","PRESA",1,0,1,"Unknown"
"0504994",2015,"TX","SAN ANTONIO","78207","Bronte",1,0,1,"Electrical Malfunction"
"0606086",2015,"TX","SCHERTZ","78109","IH 10",2,0,2,"None"
"1206325",2015,"TX","SAN ANTONIO","78201","Viendo",1,0,1,"Unknown"
"1206325",2015,"TX","SAN ANTONIO","78201","Viendo",1,0,1,"Exposure"
"0002378",2015,"TX","Texarkana","75501","Pinewood",1,0,1,"Natural"
"0002378",2015,"TX","Texarkana","75501","Pinewood",1,0,1,"Exposure"
"1506245",2015,"TX","Bryan","77802","EHLINGER",1,0,1,"Unknown"
"128",2015,"TX","Burnet","78611","Clen Oak Parkway",1,0,1,"Other Unintentional, Careless"
"19",2015,"TX","Rio HondoCCD","78583","Reynolds Ave",1,0,1,"Unknown"
"1501051",2015,"TX","Avinger","78630","FM 161",1,0,1,"Other Unintentional, Careless"
"0001152",2015,"TX","Jacksonville","75766","Palestine",1,0,1,"Unknown"
"0001152",2015,"TX","Jacksonville","75766","Palestine",1,0,1,"Exposure"
"111",2015,"TX","Copeville","75121","CR 945",1,0,1,"None"
"1501083",2015,"TX","NEVADA","75173","COUNTY ROAD 965",1,0,1,"None"
"0003895",2015,"TX","MCKINNEY","75071","ROCKY SPRINGS",2,0,2,"Investigation with Arson Module"
"0004145",2015,"TX","MCKINNEY","75070","ELDORADO",1,0,1,"Investigation with Arson Module"
"0003728",2015,"TX","PLANO","75074","Briarwood",1,0,1,"Intentional"
"0000122",2015,"TX","Gatesville","76528","Saunders",1,0,1,"Unknown"
"5023054",2015,"TX","DALLAS","75228","SAN MEDINA",1,0,1,"Heating"
"5023693",2015,"TX","DALLAS","75210","SPRING",1,0,1,"Unknown"
"5061342",2015,"TX","DALLAS","75233","PERRYTON",1,0,1,"Unknown"
"5157609",2015,"TX","DALLAS","75218","GATEWOOD",1,0,1,"Unknown"
"155",2015,"TX","Cisco","76437","9th",2,0,2,"Unknown"
"0066283",2015,"TX","El Paso","79925","SIMS",3,0,3,"Unknown"
"0076355",2015,"TX","El Paso","79936","TOM BOLT",1,0,1,"Other Unintentional, Careless"
"0078170",2015,"TX","El Paso","79924","SUN VALLEY 272",1,0,1,"Unknown"
"5002807",2015,"TX","Texas City","77590","14TH",1,0,1,"Playing with Heat Source"
"0002394",2015,"TX","Galveston","77550","AVE C",1,0,1,"Other Unintentional, Careless"
"0001354",2015,"TX","Pampa","79065","Barnard",1,0,1,"Unknown"
"0001354",2015,"TX","Pampa","79065","Barnard",1,0,1,"Exposure"
"0000014",2015,"TX","KILGORE","75662","CR 291",1,0,1,"Investigation with Arson Module"
"0000271",2015,"TX","HENDERSON","75652","CR 2127",1,0,1,"Unknown"
"4335",2015,"TX","Seguin","78155","ELLEY ST",1,0,1,"Investigation with Arson Module"
"4335",2015,"TX","Seguin","78155","ELLEY ST",1,0,1,"Exposure"
"4335",2015,"TX","Seguin","78155","ELLEY ST",1,0,1,"Exposure"
"4335",2015,"TX","Seguin","78155","ELLEY ST",1,0,1,"Exposure"
"4335",2015,"TX","Seguin","78155","ELLEY ST",1,0,1,"Exposure"
"1265378",2015,"TX","Houston","77037","Airline",1,0,1,"None"
"0025334",2015,"TX","SPRING","77373","Monteith",1,0,1,"Unknown"
"0059334",2015,"TX","SPRING","77389","Nueces",1,0,1,"Unknown"
"001957",2015,"TX","HarrisCounty","77377","Main",1,0,1,"Other Heat"
"004540",2015,"TX","Houston","77014","Valedon",1,0,1,"Smoking"
"011579",2015,"TX","Hockley","77447","Glass",1,0,1,"Unknown"
"025334",2015,"TX","Spring","77373","Monteith",1,0,1,"Open Flame"
"059334",2015,"TX","SPRING","77389","NUECES",1,0,1,"Unknown"
"062725",2015,"TX","Houston","77037","Airline",1,0,1,"Intentional"
"1200935",2015,"TX","HOUSTON","77033","MAGGIE",3,0,3,"Unknown"
"2890843",2015,"TX","HOUSTON","77033","GLEN HOLLOW",1,0,1,"Unknown"
"2960379",2015,"TX","HOUSTON","77054","HEARTH",1,0,1,"Unknown"
"0000508",2015,"TX","HALLSVILLE","75650","FIRETOWER",1,0,1,"Unknown"
"452",2015,"TX","Log Cabin","75148","Bill Cody",1,0,1,"None"
"1550678",2015,"TX","Chandler","75758","Big Bend",1,0,1,"Unknown"
"254",2015,"TX","Cumby","75433","Mill",1,0,1,"Smoking"
"74",2015,"TX","QuinlanCCD","75474","CR 3623",1,0,1,"Investigation with Arson Module"
"0001416",2015,"TX","Commerce","75428","CR 4311",1,0,1,"Unknown"
"103",2015,"TX","Fritch","79007","s Cornell Avenue",1,0,1,"None"
"0000019",2015,"TX","JASPER","75951","SYLVESTER",2,0,2,"Investigation with Arson Module"
"0000238",2015,"TX","JASPER","75951","CR 257",1,0,1,"Electrical Malfunction"
"0000243",2015,"TX","JASPER","75951","HOUSTON",1,0,1,"Investigation with Arson Module"
"1502548",2015,"TX","Beaumont","77702","BROADWAY",1,0,1,"Unknown"
"0000562",2015,"TX","PARIS","75460","Sherman",1,0,1,"Heating"
"2016049",2015,"TX","Giddings","78942","FM 141",1,0,1,"Unknown"
"0106156",2015,"TX","Kosse","76653","758",1,0,1,"None"
"0000003",2015,"TX","Lubbock","79416","FM 179",1,0,1,"Heating"
"1512177",2015,"TX","LUBBOCK","79407","19TH",1,0,1,"Smoking"
"0000987",2015,"TX","BELLMEAD","76705","BELLMEAD 40014299",1,0,1,"Other Unintentional, Careless"
"1500550",2015,"TX","Midland","79701","MICHIGAN",1,0,1,"Heating"
"1501903",2015,"TX","Midland County","79706","C R 1136",1,0,1,"Other Unintentional, Careless"
"1501903",2015,"TX","Midland County","79706","C R 1136",1,0,1,"Exposure"
"1505015",2015,"TX","Midland","79701","LINCOLN",1,0,1,"Intentional"
"0038724",2015,"TX","PORTER","77365","RAVENWOOD",1,0,1,"Unknown"
"0038724",2015,"TX","PORTER","77365","RAVENWOOD",1,0,1,"Exposure"
"0005292",2015,"TX","Willis","77378","Trice",1,0,1,"Unknown"
"0003650",2015,"TX","Corsicana","75110","4th",1,0,1,"Unknown"
"0003650",2015,"TX","Corsicana","75110","4th",1,0,1,"Exposure"
"0042179",2015,"TX","CORPUS CHRISTI","78410","WILDWOOD",2,0,2,"Investigation with Arson Module"
"0015670",2015,"TX","Amarillo","79109","POLK",1,0,1,"Intentional"
"0018361",2015,"TX","Amarillo","79109","Palmetto",1,0,1,"Smoking"
"0000913",2015,"TX","Henderson","75652","Webster",1,0,1,"Unknown"
"0000220",2015,"TX","Breckenridge","76424","CR 203",1,0,1,"Electrical Malfunction"
"691",2015,"TX","Colleyville","76034","OAK KNOLL",2,0,2,"Unknown"
"0002613",2015,"TX","ARLINGTON","76017","PARLIAMENT",1,0,1,"Intentional"
