"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause","lon","lat"
"0001449",2013,"IN","Hobart","46342","Rand",1,0,1,"Unknown",-87.2550353,41.5322592
"0000304",2013,"IN","Lowell","46356","181ST",1,0,1,"Unknown",-71.3161718,42.6334247
"0200729",2013,"IN","Michigan City","46360","Brighton",1,0,1,"Heating",-86.8950297,41.7075394
"0000917",2013,"IN","CRAWFORDSVILLE","47933","Freemont Street",1,0,1,"Other Heat",-86.8744516,40.0411536
"318",2013,"IN","Martinsville","46151","South",1,0,1,"Intentional",-79.8725386,36.6915262
"0000203",2013,"IN","Mooresville","46158","Carter",1,0,1,"Intentional",-80.8100724,35.5848596
"0000047",2013,"IN","Tell City","47586","9TH",1,0,1,"Other Heat",-86.7677663,37.9514447
"1302065",2013,"IN","Portage","46368","Buttercup",1,0,1,"Other Unintentional, Careless",-85.5800022,42.2011538
"0000004",2013,"IN","Mount Vernon","47620","Mulberry",3,0,3,"Other Unintentional, Careless",-77.0861753,38.707982
"0000510",2013,"IN","Fremont","46737","500 N",1,0,1,"Other Unintentional, Careless",-121.9885719,37.5482697
"130249",2013,"KS","Atchison","66002","Smith",1,0,1,"Unknown",-95.1216356,39.5630521
"0000097",2013,"KS","Burden","67019","US 160",1,0,1,"Electrical Malfunction",-96.7541973,37.3128024
"0001768",2013,"KS","Pittsburg","66762","7th",1,0,1,"Unknown",-121.8846806,38.0279762
"2013223",2013,"KS","Herington","67449","Main",1,0,1,"Unknown",-96.9425139,38.671119
"0001237",2013,"KS","Junction City","66441","Sheridan",1,0,1,"Investigation with Arson Module",-96.8313978,39.0286093
"2600111",2013,"KS","Leawood","66206","MEADOW",1,0,1,"Unknown",-94.6169012,38.966673
"1300091",2013,"KS","Chanute","66720","Lafayette",1,0,1,"Unknown",-95.4572034,37.6792135
"0000076",2013,"KS","Pratt","67124","High",2,0,2,"Other Heat",-73.962537,40.6912807
"0001486",2013,"KS","Hutchinson","67501","5",1,0,1,"Intentional",-97.9297743,38.0608445
"0003204",2013,"KS","Hutchinson","67502","19",2,0,2,"Intentional",-97.9297743,38.0608445
"0003383",2013,"KS","Hutchinson","67502","19",1,0,1,"Smoking",-97.9297743,38.0608445
"0000019",2013,"KS","Nickerson","67561","Nickerson",2,0,2,"Unknown",-98.0836679,38.1472334
"0016799",2013,"KS","Wichita","67202","AMSDEN",1,0,1,"Other Unintentional, Careless",-97.330053,37.6871761
"0019860",2013,"KS","Wichita","67209","WELLINGTON",1,0,1,"Cooking",-97.330053,37.6871761
"0034790",2013,"KS","Wichita","67218","COUNTRYSIDE",1,0,1,"Playing with Heat Source",-97.330053,37.6871761
"0043617",2013,"KS","Wichita","67213","EVERETT",1,0,1,"Appliances",-97.330053,37.6871761
"0050980",2013,"KS","Wichita","67217","SAVANNAH",1,0,1,"Intentional",-97.330053,37.6871761
"0057417",2013,"KS","Wichita","67218","VOLUTSIA",1,0,1,"Unknown",-97.330053,37.6871761
"0059177",2013,"KS","Wichita","67206","GOEBEL",4,0,4,"Smoking",-97.330053,37.6871761
"0061257",2013,"KS","Wichita","67214","ERIE",1,0,1,"Appliances",-97.330053,37.6871761
"0020906",2013,"KS","CALDWELL","67022","SECOND",1,0,1,"Unknown",-74.2765366,40.8398218
"0000005",2013,"KS","Fredonia","66736","13th",1,0,1,"Other Heat",-79.3317105,42.4400576
"3002386",2013,"KS","KANSAS CITY","66112","76TH",1,0,1,"Intentional",-94.5785667,39.0997265
"3023786",2013,"KS","KANSAS CITY","66103","MISSION",1,0,1,"Intentional",-94.5785667,39.0997265
"0008320",2013,"KY","Somerset","42501","Happy Circle ",1,0,1,"Heating",-71.1286194,41.7695425
"0008320",2013,"KY","Somerset","42503","Happy Circle",1,0,1,"Unknown",-71.1286194,41.7695425
"1307829",2013,"KY","Danville","40422","Venetian",1,0,1,"None",-121.9999606,37.8215929
"2013245",2013,"KY","Danville","40422","Venetian",1,0,1,"Investigation with Arson Module",-121.9999606,37.8215929
"0000282",2013,"KY","Newport","41071","Waterworks",1,0,1,"Unknown",-71.3128285,41.4901024
"0000184",2013,"KY","Frankfort","40601","Williamsburg",1,0,1,"Smoking",-84.8732835,38.2009055
"0004055",2013,"KY","Warsaw","41095","42 EAST",1,0,1,"Unknown",21.0122287,52.2296756
"0130718",2013,"KY","Elizabethtown","42701","Skyblue",1,0,1,"Unknown",-85.8649408,37.7030646
"0201306",2013,"KY","Evarts","40828","148 Kelly St",1,0,1,"Unknown",-83.1957118,36.8629065
"0004069",2013,"KY","LOUISVILLE","40210","OAK",1,0,1,"Heating",-85.7584557,38.2526647
"0012573",2013,"KY","LOUISVILLE","40203","3RD",1,0,1,"Smoking",-85.7584557,38.2526647
"0013199",2013,"KY","LOUISVILLE","40204","MORTON",1,0,1,"Unknown",-85.7584557,38.2526647
"0013199",2013,"KY","LOUISVILLE","40204","MORTON",1,0,1,"Exposure",-85.7584557,38.2526647
"0028645",2013,"KY","LOUISVILLE","40208","9TH",1,0,1,"Unknown",-85.7584557,38.2526647
"0000581",2013,"KY","Covington","41015","41ST",1,0,1,"Unknown",-83.8601827,33.5967815
"013-045",2013,"KY","Buffalo","42716","Greensburg",1,0,1,"Other Heat",-78.8783689,42.8864468
"1099",2013,"KY","Richmond","40475","Walnut",1,0,1,"Unknown",-77.4360481,37.5407246
"0100031",2013,"KY","Hazard","41702","Albert Hall",1,0,1,"Unknown",-83.1932284,37.24954
"0406132",2013,"KY","PIKEVILLE","41501","DRIFT BRANCH",1,0,1,"Heating",-82.5187629,37.4792672
"0000103",2013,"KY","Brodhead","40409","Chestnut Grove Rd",1,0,1,"Heating",-89.3762278,42.6183424
"13424",2013,"KY","Morehead","40351","Lambert",1,0,1,"Equipment Misoperation, Failure",-83.4326841,38.1839705
"0000014",2013,"KY","MONTICELLO","42633","1882 HWY 1009 SOUTH",3,0,3,"None",-78.4531994,38.0086043
"0002448",2013,"KY","Williamsburg","40769","Old Corbin Pike",1,0,1,"Electrical Malfunction",-76.7074571,37.2707022
"0000762",2013,"LA","Prairieville","70769","Beau Jon",1,0,1,"Other Unintentional, Careless",-90.9723583,30.3058611
"1300325",2013,"LA","SHREVEPORT","71106","83RD",1,0,1,"Unknown",-93.7501789,32.5251516
"1324026",2013,"LA","SHREVEPORT","71104","CAVETT",1,0,1,"Unknown",-93.7501789,32.5251516
"1335745",2013,"LA","SHREVEPORT","71103","KENNETH",1,0,1,"Exposure",-93.7501789,32.5251516
"1300226",2013,"LA","Keithville","71047","RUST",1,0,1,"Other Unintentional, Careless",-93.8296541,32.3333667
"0205131",2013,"LA","Clinton","70722","Plank",1,0,1,"Unknown",-76.8983059,38.7651145
"0001280",2013,"LA","Ruston","71270","Edgewood",1,0,1,"Unknown",-92.637927,32.5232053
"0001280",2013,"LA","Ruston","71270","Edgewood",1,0,1,"Exposure",-92.637927,32.5232053
"0001280",2013,"LA","Ruston","71270","Edgewood",1,0,1,"Exposure",-92.637927,32.5232053
"0001280",2013,"LA","Ruston","71270","Edgewood",1,0,1,"Exposure",-92.637927,32.5232053
"0003129",2013,"LA","NEW ORLEANS","70117","DESLONDE",1,0,1,"Intentional",-90.0715323,29.9510658
"0000391",2013,"LA","WEST MONROE","71292","BENNIE BREECE",2,0,2,"Playing with Heat Source",-92.1476353,32.5184775
"0001684",2013,"LA","WEST MONROE","71291","WELDON",2,0,2,"Unknown",-92.1476353,32.5184775
"0003845",2013,"LA","CALHOUN","71225","HIGHWAY 151",2,0,2,"Unknown",-84.9510542,34.502587
"0130825",2013,"LA","Coushatta","71019","Railroad",1,0,1,"Unknown",-92.8139861,30.5457071
"0013155",2013,"LA","Franklin","70538","Cole",1,0,1,"Other Unintentional, Careless",-86.8688899,35.9250637
"2013009",2013,"LA","Patterson","70392","524 MLK",2,0,2,"Other Unintentional, Careless",-121.129656,37.4716001
"0000776",2013,"LA","Ponchatoula","70454","RENEE",1,0,1,"Other Unintentional, Careless",-90.4414762,30.4388041
"0000504",2013,"LA","Dulac","70353","Shrimpers",1,0,1,"Unknown",-90.7139785,29.3888318
"0001577",2013,"LA","FARMERVILLE","71241","CEDAR ST",1,0,1,"Unknown",-92.4056985,32.7734728
"0000329",2013,"LA","Brusly","70719","Choctaw",1,0,1,"Investigation with Arson Module",-91.2537198,30.3943588
"1300766",2013,"MA","Attleboro","02703","SUCH",1,0,1,"Equipment Misoperation, Failure",-71.2856082,41.9445441
"0000322",2013,"MA","Gloucester","01930","Windsor",1,0,1,"Unknown",-70.6619888,42.6159285
"0001132",2013,"MA","Gloucester","01930","Summer",1,0,1,"Electrical Malfunction",-70.6619888,42.6159285
"3003814",2013,"MA","HAVERHILL","01830","BRICKETT HILL CIR",1,0,1,"Open Flame",-71.0772796,42.7762015
"0001102",2013,"MA","PEABODY","01960","LONE PINE LN",1,0,1,"Smoking",-70.9286609,42.5278731
"0000001",2013,"MA","WHATELY","01093","STATE510",2,0,2,"Heating",-72.6348118,42.4398101
"0000135",2013,"MA","Brimfield","01010","Hollow",1,0,1,"Unknown",-72.2005059,42.1225482
"83",2013,"MA","HOLYOKE","01040","GLEN",1,0,1,"Heating",-72.6162009,42.2042586
"0009926",2013,"MA","SPRINGFIELD","01109","TUMBLEWEED",1,0,1,"Cooking",-72.5815724,42.1072647
"0011048",2013,"MA","SPRINGFIELD","01109","AMBROSE",1,0,1,"Cooking",-72.5815724,42.1072647
"491",2013,"MA","WESTFIELD","01085","THOMAS",1,0,1,"Smoking",-86.1274888,40.0428151
"62",2013,"MA","Amherst","01002","BELCHERTOWN",1,0,1,"Unknown",-72.5170028,42.3709104
"33",2013,"MA","AYER","01432","WILLARD",1,0,1,"Cooking",-71.5899054,42.5611947
"1300086",2013,"MA","CHELMSFORD","01824","LITTLETON",2,0,2,"Electrical Malfunction",-71.3672838,42.5998139
"0002512",2013,"MA","NEWTON","02466","ROWE ST",1,0,1,"Smoking",-71.2092214,42.3370413
"5663",2013,"MA","Weymouth","02189","LAKEHURST",1,0,1,"Unknown",-70.9410356,42.2180724
"0006410",2013,"MA","Plymouth","02360","PRINCE STREET",1,0,1,"Open Flame",-70.6672621,41.9584457
"0002293",2013,"MA","Rockland","02370","Market St",1,0,1,"Cooking",-70.9161551,42.1306563
"0006830",2013,"MA","Boston","02134","HANO",1,0,1,"Intentional",-71.0588801,42.3600825
"0010741",2013,"MA","Boston","02126","RUXTON",1,0,1,"Open Flame",-71.0588801,42.3600825
"0023173",2013,"MA","Boston","02134","LINDEN",1,0,1,"Smoking",-71.0588801,42.3600825
"0000024",2013,"MA","Barre","01005","Trafalgar",1,0,1,"Electrical Malfunction",-72.4483907,44.1608357
"1301884",2013,"MA","Gardner","01440","OLDE COLONIAL DR",1,0,1,"Cooking",-71.998133,42.5750883
"787",2013,"MA","RUTLAND","01543","JOANNA",1,0,1,"Investigation with Arson Module",-72.9726065,43.6106237
"0003193",2013,"MA","Shrewsbury","01545","ARTEMAS",1,0,1,"Electrical Malfunction",-71.7128471,42.2959267
"2013428",2013,"MA","Webster","01570","Main",1,0,1,"Cooking",-95.1182645,29.5377315
"0130024",2013,"MA","Winchendon","01475","Beachview",1,0,1,"Heating",-72.0439529,42.6871009
"3421097",2013,"MD","REISTERSTOWN","21136","FOX RUN",1,0,1,"Unknown",-76.8294213,39.4695489
"0002742",2013,"MD","PISGAH","20658","STUCKEY RD",1,0,1,"Heating",-85.8477523,34.6809168
"0001186",2013,"MD","Oakland","21550","Horseshoe",1,0,1,"Unknown",-122.2711137,37.8043637
"0015070",2013,"MD","SILVER SPRING","20903","11TH",1,0,1,"Cooking",-77.026088,38.9906657
"0035730",2013,"MD","SILVER SPRING","20910","SILVER SPRING",1,0,1,"Unknown",-77.026088,38.9906657
"0107477",2013,"MD","SILVER SPRING","20906","INTERLACHEN",1,0,1,"Smoking",-77.026088,38.9906657
"3140082",2013,"MD","COLLEGE PARK","20740","PALCO",1,0,1,"Other Unintentional, Careless",-76.93776,38.9896967
"0130291",2013,"MD","Lanham","20706","FONTAINBLEAU",2,0,2,"Intentional",-76.8620327,38.9685112
"0240124",2013,"MD","Suitland","20746","EVEREST",1,0,1,"Unknown",-76.9240422,38.8485264
"0390217",2013,"MD","Suitland","20746","RAYBURN",1,0,1,"Heating",-76.9240422,38.8485264
"0520034",2013,"MD","Landover","20785","LESLIE",4,0,4,"Electrical Malfunction",-76.8966397,38.9340002
"0900097",2013,"MD","Fairmont Hgts","20743","59TH",1,0,1,"Unknown",-75.1111938,39.9279293
"0180102",2013,"MD","Oxon Hill","20745","MARCY",1,0,1,"Other Unintentional, Careless",-76.9897278,38.8033178
"0200381",2013,"MD","Chillum","20783","24TH",1,0,1,"Unknown",-76.9908093,38.9637218
"1830378",2013,"MD","Brentwood","20722","36TH",1,0,1,"Unknown",,
"0022610",2013,"MD","Maugansville","21767","VILLAGE MILL",2,0,2,"Unknown",-77.7447161,39.6928728
"0004483",2013,"MD","Salisbury","21801","Cherry",1,0,1,"Other Unintentional, Careless",-75.5993692,38.3606736
"1300861",2013,"MD","GLEN BURNIE","21060","SUMAC",1,0,1,"Open Flame",-76.6246886,39.1626084
"0011477",2013,"MD","BALTIMORE","21215","PARK HEIGHTS",1,0,1,"Other Heat",-76.6121893,39.2903848
"0011801",2013,"MD","BALTIMORE","21224","HARTWAIT",1,0,1,"Unknown",-76.6121893,39.2903848
"0013783",2013,"MD","BALTIMORE","21216","ROSEDALE",1,0,1,"Unknown",-76.6121893,39.2903848
"0017602",2013,"MD","BALTIMORE","21215","HIGHGATE",1,0,1,"Intentional",-76.6121893,39.2903848
"0027411",2013,"MD","BALTIMORE","21213","BROADWAY",1,0,1,"Unknown",-76.6121893,39.2903848
"0050771",2013,"MD","BALTIMORE","21207","CLAYMONT",1,0,1,"Other Unintentional, Careless",-76.6121893,39.2903848
"0066014",2013,"MD","BALTIMORE","21226","FAIRHAVEN",1,0,1,"Open Flame",-76.6121893,39.2903848
"0135711",2013,"MD","BALTIMORE","21215","HILTON",1,0,1,"Unknown",-76.6121893,39.2903848
"0136284",2013,"MD","BALTIMORE","21212","UNDERWOOD",2,0,2,"Smoking",-76.6121893,39.2903848
"0146860",2013,"MD","BALTIMORE","21206","FRANCONIA",1,0,1,"Unknown",-76.6121893,39.2903848
"0000086",2013,"ME","Presque Isle","04769","Thompkins",1,0,1,"Unknown",-80.1149411,42.1585823
"0001684",2013,"ME","PORTLAND","04103","BURNSIDE",1,0,1,"Unknown",-122.6764816,45.5230622
"028991",2013,"ME","BRUNSWICK","04011","BEECH",1,0,1,"Cooking",-81.8418006,41.2381096
"1524",2013,"ME","Windham","04062","Main",1,0,1,"Open Flame",-74.2520875,42.3073065
"473",2013,"ME","AUGUSTA","04330","PLEASANT",1,0,1,"Other Unintentional, Careless",-82.0105148,33.4734978
"0000036",2013,"ME","Bethel","04217","47 Elm St ",2,0,2,"Electrical Malfunction",-122.3585019,40.6098147
"1206",2013,"ME","Saco","04072","HILLVIEW",1,0,1,"Intentional",-70.4428286,43.5009176
"0000027",2013,"MI","DORR","49323","137th",1,0,1,"Open Flame",-85.7220315,42.7250877
"0000110",2013,"MI","SHELBYVILLE","49344","ENGLAND",1,0,1,"Natural",-86.4602717,35.483406
"0000110",2013,"MI","SHELBYVILLE","49344","ENGLAND",1,0,1,"Exposure",-86.4602717,35.483406
"0000110",2013,"MI","SHELBYVILLE","49344","ENGLAND",1,0,1,"Exposure",-86.4602717,35.483406
"0000393",2013,"MI","BAY CITY","48706","Midland",1,0,1,"Unknown",-83.8888647,43.5944677
"0000705",2013,"MI","Coldwater","49036","Monroe",1,0,1,"Smoking",-85.0005215,41.9403263
"0006254",2013,"MI","BATTLE CREEK","49015","SUMMER",1,0,1,"Unknown",-85.1797142,42.3211522
"0000008",2013,"MI","Iron Mountain","49801","Milwaukee",1,0,1,"Electrical Malfunction",-88.0659603,45.8202334
"0000170",2013,"MI","Iron Mountain","49801","D",1,0,1,"Smoking",-88.0659603,45.8202334
"0013-91",2013,"MI","Bellevue","49021","Mill",1,0,1,"Other Heat",-122.2015159,47.6101497
"0000140",2013,"MI","CLIO","48420","VIENNA",2,0,2,"Equipment Misoperation, Failure",-122.9952853,49.2557456
"0000983",2013,"MI","FLINT","48503","BALLENGER",1,0,1,"Unknown",-83.6874562,43.0125274
"0003818",2013,"MI","FLINT","48506","AGREE",1,0,1,"Unknown",-83.6874562,43.0125274
"0000239",2013,"MI","FLUSHING","48433","APPLE BLOSSOM",2,0,2,"Unknown",-73.833079,40.7674987
"0000021",2013,"MI","Flint","48506","Mollwood",1,0,1,"Other Unintentional, Careless",-83.6874562,43.0125274
"0000021",2013,"MI","Flint","48506","Mollwood",1,0,1,"Exposure",-83.6874562,43.0125274
"0000021",2013,"MI","Flint","48506","Mollwood",1,0,1,"Exposure",-83.6874562,43.0125274
"0000346",2013,"MI","GRAND BLANC","48439","SPRINGDALE",1,0,1,"Other Unintentional, Careless",-83.6299518,42.9275277
"0003326",2013,"MI","TRAVERSE CITY","49686","GARFIELD",1,0,1,"Unknown",-85.6206317,44.7630567
"0000051",2013,"MI","SUMNER","48889","WARNER",1,0,1,"Unknown",-122.2403966,47.2031566
"0007860",2013,"MI","LANSING","48910","EVERETTDALE",1,0,1,"Unknown",-84.5555347,42.732535
"0015721",2013,"MI","LANSING","48912","HAYFORD",1,0,1,"Unknown",-84.5555347,42.732535
"1300847",2013,"MI","Okemos","48864","GRAND RIVER",1,0,1,"Smoking",-84.4274744,42.722257
"0001543",2013,"MI","Kalamazoo","49006","Lochcarren",1,0,1,"Unknown",-85.5872286,42.2917069
"0001543",2013,"MI","Kalamazoo","49006","Lochcarren",1,0,1,"Exposure",-85.5872286,42.2917069
"0001543",2013,"MI","Kalamazoo","49006","Lochcarren",1,0,1,"Exposure",-85.5872286,42.2917069
"0001543",2013,"MI","Kalamazoo","49006","Lochcarren",1,0,1,"Exposure",-85.5872286,42.2917069
"0001543",2013,"MI","Kalamazoo","49006","Lochcarren",1,0,1,"Exposure",-85.5872286,42.2917069
"0002283",2013,"MI","GRAND RAPIDS","49503","LIVINGSTON",1,0,1,"Other Unintentional, Careless",-85.6680863,42.9633599
"0000250",2013,"MI","Lowell","49331","Grindle",1,0,1,"Unknown",-71.3161718,42.6334247
"0000295",2013,"MI","Belmont","49306","Ashbrook Dt",1,0,1,"Other Unintentional, Careless",-86.7940699,36.1328981
"0313036",2013,"MI","IMLAY CITY","48444","TOWNSEND",1,0,1,"None",-83.0777153,43.0247496
"1613026",2013,"MI","GOODLAND TWP","48444","BLACKS CORNERS RD",1,0,1,"Unknown",-83.0576156,43.0997482
"0000017",2013,"MI","HUDSON","49247","MEDINA",1,0,1,"Unknown",-81.440667,41.240056
"0000163",2013,"MI","ADRIAN","49221","Crofton",1,0,1,"Unknown",-84.0371659,41.8975471
"0001000",2013,"MI","HOWELL","48843","CROOKED LAKE",1,0,1,"Investigation with Arson Module",-74.2082671,40.1645785
"0000670",2013,"MI","HOWELL","48843","CLINTON",1,0,1,"Unknown",-74.2082671,40.1645785
"1301862",2013,"MI","CLINTON TWP","48036","REMICK",1,0,1,"Unknown",-82.9195514,42.5868882
"0006580",2013,"MI","St Clair Shores","48081","Williamsburg",1,0,1,"Unknown",-82.8963604,42.4974085
"3488",2013,"MI","Warren","48092","THOMAS",1,0,1,"Unknown",-83.0146526,42.5144566
"0000108",2013,"MI","Ludington","49431","George",1,0,1,"Unknown",-86.4525831,43.9552825
"0000916",2013,"MI","Clarkston","48348","CLINTONVILLE",1,0,1,"Electrical Malfunction",-83.4192941,42.7351196
"0008364",2013,"MI","FARMINGTON HILLS","48336","TEN MILE",1,0,1,"Smoking",-83.3677168,42.4989936
"0000138",2013,"MI","Novi","48374","INDIANA",2,0,2,"Other Unintentional, Careless",-83.4754913,42.48059
"0002903",2013,"MI","Auburn Hills","48326","OAKMONT",1,0,1,"Unknown",-83.2341028,42.6875323
"0000961",2013,"MI","Royal Oak","48073","COOPER",1,0,1,"Unknown",-83.1446485,42.4894801
"0000150",2013,"MI","WALLED LAKE","48390","VILLA",1,0,1,"Smoking",-83.4810481,42.537811
"0000965",2013,"MI","Saginaw","48601","JANES",1,0,1,"Unknown",-83.9508068,43.4194699
"0000402",2013,"MI","Saginaw","48609","Bacon",1,0,1,"Unknown",-83.9508068,43.4194699
"0000020",2013,"MI","BERLIN TOWNSHIP","48002","Lathrop",1,0,1,"Unknown",-74.9150313,39.8008256
"39",2013,"MI","Unionville","48767","Rick",1,0,1,"Other Equipment",-80.5089552,35.0873694
"0000439",2013,"MI","BROWNSTOWN","48134","BRIDGEWOOD",1,0,1,"Other Heat",-83.2572332,42.1261157
"0006714",2013,"MI","Canton","48187","Bunker Hill",1,0,1,"Other Heat",-81.378447,40.7989473
"0000135",2013,"MI","Detroit","48219","KENTFIELD",1,0,1,"Unknown",-83.0457538,42.331427
"0000822",2013,"MI","Detroit","48215","PHILIP",1,0,1,"Unknown",-83.0457538,42.331427
"0001632",2013,"MI","Detroit","48238","MONTEREY",1,0,1,"Unknown",-83.0457538,42.331427
"0001753",2013,"MI","Detroit","48210","TARNOW",1,0,1,"Unknown",-83.0457538,42.331427
"0006873",2013,"MI","Detroit","48224","WOODHALL",2,0,2,"Unknown",-83.0457538,42.331427
"0009854",2013,"MI","Detroit","48209","MORRELL",1,0,1,"Unknown",-83.0457538,42.331427
"0021014",2013,"MI","Detroit","48219","FORRER",1,0,1,"Unknown",-83.0457538,42.331427
"0021731",2013,"MI","Detroit","48205","13882 FAIRMOUNT",1,0,1,"Unknown",-83.0457538,42.331427
"0022219",2013,"MI","Detroit","48202","HAGUE",1,0,1,"Unknown",-83.0457538,42.331427
"0000179",2013,"MI","Melvindale","48122","Hanna",1,0,1,"Intentional",-83.175203,42.2825383
"0000830",2013,"MI","ROMULUS","48174","HARRISON",1,0,1,"Other Unintentional, Careless",-83.3965994,42.2222614
"0000854",2013,"MI","ROMULUS","48174","METRO",1,0,1,"Unknown",-83.3965994,42.2222614
"0000854",2013,"MI","ROMULUS","48174","METRO",1,0,1,"Exposure",-83.3965994,42.2222614
"0000854",2013,"MI","ROMULUS","48174","METRO",1,0,1,"Exposure",-83.3965994,42.2222614
"0000355",2013,"MI","Wyandotte","48192","Maple",1,0,1,"Other Unintentional, Careless",-83.1499239,42.2142064
"0000355",2013,"MI","Wyandotte","48192","Maple",1,0,1,"Exposure",-83.1499239,42.2142064
"0000342",2013,"MI","Northville Twp","48168","JAMESTOWN",1,0,1,"Unknown",-83.4690247,42.4138139
"0000189",2013,"MN","Ponsford","56575","County Hwy 129",1,0,1,"Intentional",-95.3839188,46.9699602
"0001978",2013,"MN","Bemidji","56601","BELTRAMI LINE",2,0,2,"Unknown",-94.8858492,47.4875361
"1366",2013,"MN","Barnesville","56514","3rd",1,0,1,"Other Unintentional, Careless",-84.1557495,33.0545709
"2013049",2013,"MN","Hawley","56549","6th",1,0,1,"Electrical Malfunction",-81.2344546,33.9465689
"1310",2013,"MN","Bagley","56621","Main",1,0,1,"Smoking",-95.3983491,47.5216231
"1300063",2013,"MN","EAGAN","55122","ASPEN",1,0,1,"Unknown",-93.1668858,44.8041322
"1300472",2013,"MN","Albert Lea","56007","Bel Aire",1,0,1,"Unknown",-93.3686555,43.6478006
"0000260",2013,"MN","CANNON FALLS","55009","MAIN",1,0,1,"Other Unintentional, Careless",-92.905484,44.5069113
